ITS_seq_number	Kingdom	Phylum	Class	Order	Family	Genus	Species
merged_FUN_ITS_148	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria atra
merged_FUN_ITS_150	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
merged_FUN_ITS_151	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium restrictum
merged_FUN_ITS_155	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium aphidis
merged_FUN_ITS_156	Eukaryota	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	Phaeoacremonium parasiticum
merged_FUN_ITS_157	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium sp. 3 AE-2013
merged_FUN_ITS_159	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium pimiteouiense
merged_FUN_ITS_164	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma sp. 2 KB-2015
merged_FUN_ITS_168	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Amorosiaceae	Angustimassarina	Lophiostoma corticola
merged_FUN_ITS_169	Eukaryota	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Pediastrum	Pediastrum duplex
merged_FUN_ITS_170	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Schizoparmaceae	Coniella	Coniella quercicola
merged_FUN_ITS_171	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola sp.
merged_FUN_ITS_183	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocladiella	Cylindrocladiella lageniformis
merged_FUN_ITS_186	Eukaryota	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	Phaeoacremonium minimum
merged_FUN_ITS_192	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium chrysogenum
merged_FUN_ITS_193	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Botryotrichum	Botryotrichum murorum
merged_FUN_ITS_195	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Massarina	Massarina rubi
merged_FUN_ITS_200	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum nigrum
merged_FUN_ITS_204	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Striaticonidium	Striaticonidium cinctum
merged_FUN_ITS_207	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	Sporormiaceae sp.
merged_FUN_ITS_208	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Leptosphaerulina	Leptosphaerulina australis
merged_FUN_ITS_211	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina phaseolina
merged_FUN_ITS_214	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Sordaria	Sordaria tomentoalba
merged_FUN_ITS_218	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Pseudoascochyta	Pseudoascochyta novae-zelandiae
merged_FUN_ITS_220	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Polyphilus	Polyphilus sieberi
merged_FUN_ITS_223	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thielavia	Thielavia basicola
merged_FUN_ITS_225	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia sp. (in: Fungi)
merged_FUN_ITS_226	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria sp.
merged_FUN_ITS_228	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma virens
merged_FUN_ITS_231	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocarpon	Cylindrocarpon didymum
merged_FUN_ITS_233	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia randhawae
merged_FUN_ITS_235	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola sp.
merged_FUN_ITS_239	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala equina
merged_FUN_ITS_240	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Pseudoophiobolus	Pseudoophiobolus subhyalinisporus
merged_FUN_ITS_243	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	Pyrenochaeta sp. MUT 4378
merged_FUN_ITS_247	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces pinophilus
merged_FUN_ITS_249	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Boeremia	Boeremia exigua
merged_FUN_ITS_251	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Bonordeniella	[Coniosporium] sp. MA4666
merged_FUN_ITS_252	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocladiella	Cylindrocladiella peruviana
merged_FUN_ITS_253	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta simbalensis
merged_FUN_ITS_254	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	Neosetophoma samarorum
merged_FUN_ITS_257	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma graphitipes
merged_FUN_ITS_259	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terrea
merged_FUN_ITS_260	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum plurivorum
merged_FUN_ITS_266	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	Stagonosporopsis sp.
merged_FUN_ITS_270	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrodendrum	Cylindrodendrum alicantinum
merged_FUN_ITS_274	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala xenobiotica
merged_FUN_ITS_275	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria chlamydospora
merged_FUN_ITS_276	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta sp.
merged_FUN_ITS_291	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Mycoarthris	Mycoarthris corallina
merged_FUN_ITS_292	Eukaryota	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla crantzii
merged_FUN_ITS_299	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina phaseolina
merged_FUN_ITS_302	Eukaryota	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Pediastrum	Pediastrum duplex
merged_FUN_ITS_303	Eukaryota	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Ophiostoma	Ophiostoma piceae
merged_FUN_ITS_304	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula dairenensis
merged_FUN_ITS_305	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Sordaria	Sordaria fimicola
merged_FUN_ITS_306	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala sp.
merged_FUN_ITS_308	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	Dactylonectria pauciseptata
merged_FUN_ITS_309	Eukaryota	Basidiomycota	Agaricomycetes	Auriculariales	NA	Oliveonia	Oliveonia sp. VM-2020m
merged_FUN_ITS_313	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia sp. (in: Fungi)
merged_FUN_ITS_316	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma aeria
merged_FUN_ITS_321	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Botryotrichum	Botryotrichum piluliferum
merged_FUN_ITS_326	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	Setophoma terrestris
merged_FUN_ITS_327	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Cephaliophora	Cephaliophora tropica
merged_FUN_ITS_330	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala equina
merged_FUN_ITS_335	Eukaryota	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	Phaeoacremonium scolyti
merged_FUN_ITS_337	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium solani
merged_FUN_ITS_341	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Volutella	Volutella ciliata
merged_FUN_ITS_343	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta sp. C52
merged_FUN_ITS_344	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella sp. 16WV03A
merged_FUN_ITS_346	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Oxyporus	Oxyporus sp. MEL 2382667
merged_FUN_ITS_347	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	NA	Crustodontia	Crustodontia chrysocreas
merged_FUN_ITS_348	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium tenellum
merged_FUN_ITS_349	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	NA	Eucasphaeria	Eucasphaeria capensis
merged_FUN_ITS_351	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium sp.
merged_FUN_ITS_352	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Botryotrichum	Botryotrichum murorum
merged_FUN_ITS_353	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Bisporella	Bisporella sulfurina
merged_FUN_ITS_355	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	NA	Monosporascus	Monosporascus sp.
merged_FUN_ITS_358	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma sp. 2 KB-2015
merged_FUN_ITS_359	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora sp. 1 LR-2016
merged_FUN_ITS_363	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium sp.
merged_FUN_ITS_366	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma sp. 2 KB-2015
merged_FUN_ITS_370	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium madrasense
merged_FUN_ITS_372	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora americana
merged_FUN_ITS_375	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	NA	Ramophialophora	Ramophialophora humicola
merged_FUN_ITS_376	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Acremonium	Acremonium sclerotigenum
merged_FUN_ITS_385	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	NA	Acremonium	Acremonium persicinum
merged_FUN_ITS_388	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	Torula ligniperda
merged_FUN_ITS_389	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Furcasterigmium	Furcasterigmium furcatum
merged_FUN_ITS_390	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia randhawae
merged_FUN_ITS_391	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	Venturia ditricha
merged_FUN_ITS_393	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
merged_FUN_ITS_395	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Schizoparmaceae	Coniella	Coniella limoniformis
merged_FUN_ITS_397	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium avenaceum
merged_FUN_ITS_398	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia spicifera
merged_FUN_ITS_399	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium pulvericola
merged_FUN_ITS_402	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	Neosetophoma italica
merged_FUN_ITS_406	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria sp. 1 NV-2015
merged_FUN_ITS_407	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus penicillioides
merged_FUN_ITS_410	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Cladorrhinum	Cladorrhinum hyalocarpum
merged_FUN_ITS_411	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium merismoides
merged_FUN_ITS_414	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium solani
merged_FUN_ITS_417	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum nigrum
merged_FUN_ITS_419	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
merged_FUN_ITS_420	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	NA	Stachybotriaceae sp.
merged_FUN_ITS_421	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia elongata
merged_FUN_ITS_426	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium roseopurpureum
merged_FUN_ITS_432	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Podospora	Podospora pyriformis
merged_FUN_ITS_436	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis cinerea
merged_FUN_ITS_437	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum keratinophilum
merged_FUN_ITS_438	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia sp.
merged_FUN_ITS_441	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium pulvericola
merged_FUN_ITS_442	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neodidymelliopsis	Neodidymelliopsis sp.
merged_FUN_ITS_443	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocarpon	Cylindrocarpon didymum
merged_FUN_ITS_444	Eukaryota	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium alribaticum
merged_FUN_ITS_451	Eukaryota	Ascomycota	Leotiomycetes	Chaetomellales	Chaetomellaceae	Pilidium	Pilidium concavum
merged_FUN_ITS_452	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
merged_FUN_ITS_459	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Bisporella	Bisporella discedens
merged_FUN_ITS_460	Eukaryota	Ascomycota	Dothideomycetes	Eremomycetales	Eremomycetaceae	Arthrographis	Arthrographis kalrae
merged_FUN_ITS_474	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
merged_FUN_ITS_480	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium glabrum
merged_FUN_ITS_484	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Smaragdiniseta	Smaragdiniseta bisetosa
merged_FUN_ITS_485	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces cecidicola
merged_FUN_ITS_488	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Mammaria	Mammaria echinobotryoides
merged_FUN_ITS_493	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium senticosum
merged_FUN_ITS_498	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta fasciculata
merged_FUN_ITS_499	Eukaryota	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium schulzeri
merged_FUN_ITS_500	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia tsunedae
merged_FUN_ITS_501	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Monacrosporium	Monacrosporium psychrophilum
merged_FUN_ITS_509	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Bonordeniella	[Coniosporium] sp. MA4666
merged_FUN_ITS_520	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
merged_FUN_ITS_522	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium nematophilum
merged_FUN_ITS_525	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia trifolii
merged_FUN_ITS_527	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium citrinum
merged_FUN_ITS_531	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia globosa
merged_FUN_ITS_535	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	NA	Monosporascus	Monosporascus sp.
merged_FUN_ITS_536	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria mouchaccae
merged_FUN_ITS_542	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium grande
merged_FUN_ITS_544	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Bonordeniella	[Coniosporium] sp. MA4666
merged_FUN_ITS_550	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella casca
merged_FUN_ITS_554	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus cirrosus
merged_FUN_ITS_561	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium albo-atrum
merged_FUN_ITS_565	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
merged_FUN_ITS_568	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium mareoticum
merged_FUN_ITS_569	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium sp.
merged_FUN_ITS_591	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	Sporormiaceae sp.
merged_FUN_ITS_597	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pyrenochaetopsidaceae	Pyrenochaetopsis	Pyrenochaetopsis botulispora
merged_FUN_ITS_603	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	Acrophialophora levis
merged_FUN_ITS_606	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Collarina	Collarina aurantiaca
merged_FUN_ITS_608	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Acremonium	Geosmithia microcorthyli
merged_FUN_ITS_610	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella casca
merged_FUN_ITS_612	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia albida
merged_FUN_ITS_617	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium sp.
merged_FUN_ITS_622	Eukaryota	Basidiomycota	Microbotryomycetes	NA	Chrysozymaceae	Pseudohyphozyma	Pseudohyphozyma sp.
merged_FUN_ITS_624	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Bonordeniella	[Coniosporium] sp. MA4666
merged_FUN_ITS_628	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Corynascus	Corynascus sepedonium
merged_FUN_ITS_637	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	NA	Pseudotaeniolina	Pseudotaeniolina globosa
merged_FUN_ITS_638	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	NA	Monosporascus	Monosporascus sp.
merged_FUN_ITS_639	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Bonordeniella	[Coniosporium] sp. MA4666
merged_FUN_ITS_642	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces lactosus
merged_FUN_ITS_643	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Ectophoma	Ectophoma pomi
merged_FUN_ITS_645	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium sp.
merged_FUN_ITS_646	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria tenuipes
merged_FUN_ITS_648	Eukaryota	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina sp.
merged_FUN_ITS_650	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium biseptatum
merged_FUN_ITS_653	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Ascochyta	Ascochyta pisi
merged_FUN_ITS_658	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria infectoria
merged_FUN_ITS_663	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus penicillioides
merged_FUN_ITS_666	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus japonicus
merged_FUN_ITS_671	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia globosa
merged_FUN_ITS_672	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium strelitziae
merged_FUN_ITS_674	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria capensis
merged_FUN_ITS_681	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Schizoparmaceae	Coniella	Coniella solicola
merged_FUN_ITS_682	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium elatum
merged_FUN_ITS_688	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus pyramidus
merged_FUN_ITS_692	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis	Scopulariopsis sphaerospora
merged_FUN_ITS_693	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocarpon	Cylindrocarpon olidum
merged_FUN_ITS_697	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria brassicae
merged_FUN_ITS_700	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	Neosetophoma samarorum
merged_FUN_ITS_701	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella casca
merged_FUN_ITS_707	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces verruculosus
merged_FUN_ITS_709	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala equina
merged_FUN_ITS_712	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium strelitziae
merged_FUN_ITS_715	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	Sporormiaceae sp.
merged_FUN_ITS_717	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Polycephalomyces	Polycephalomyces tomentosus
