numsampled	0.03-FUN_ITS_1_10_S10_L001	lci-FUN_ITS_1_10_S10_L001	hci-FUN_ITS_1_10_S10_L001	0.03-FUN_ITS_1_15_S15_L001	lci-FUN_ITS_1_15_S15_L001	hci-FUN_ITS_1_15_S15_L001	0.03-FUN_ITS_1_1_S1_L001	lci-FUN_ITS_1_1_S1_L001	hci-FUN_ITS_1_1_S1_L001	0.03-FUN_ITS_1_20_S20_L001	lci-FUN_ITS_1_20_S20_L001	hci-FUN_ITS_1_20_S20_L001	0.03-FUN_ITS_1_23_S23_L001	lci-FUN_ITS_1_23_S23_L001	hci-FUN_ITS_1_23_S23_L001	0.03-FUN_ITS_1_25_S25_L001	lci-FUN_ITS_1_25_S25_L001	hci-FUN_ITS_1_25_S25_L001	0.03-FUN_ITS_1_28_S28_L001	lci-FUN_ITS_1_28_S28_L001	hci-FUN_ITS_1_28_S28_L001	0.03-FUN_ITS_1_30_S30_L001	lci-FUN_ITS_1_30_S30_L001	hci-FUN_ITS_1_30_S30_L001	0.03-FUN_ITS_1_31_S31_L001	lci-FUN_ITS_1_31_S31_L001	hci-FUN_ITS_1_31_S31_L001	0.03-FUN_ITS_1_33_S33_L001	lci-FUN_ITS_1_33_S33_L001	hci-FUN_ITS_1_33_S33_L001	0.03-FUN_ITS_1_35_S35_L001	lci-FUN_ITS_1_35_S35_L001	hci-FUN_ITS_1_35_S35_L001	0.03-FUN_ITS_1_3_S3_L001	lci-FUN_ITS_1_3_S3_L001	hci-FUN_ITS_1_3_S3_L001	0.03-FUN_ITS_1_40_S40_L001	lci-FUN_ITS_1_40_S40_L001	hci-FUN_ITS_1_40_S40_L001	0.03-FUN_ITS_1_47_S47_L001	lci-FUN_ITS_1_47_S47_L001	hci-FUN_ITS_1_47_S47_L001	0.03-FUN_ITS_1_51_S51_L001	lci-FUN_ITS_1_51_S51_L001	hci-FUN_ITS_1_51_S51_L001	0.03-FUN_ITS_1_56_S56_L001	lci-FUN_ITS_1_56_S56_L001	hci-FUN_ITS_1_56_S56_L001	0.03-FUN_ITS_1_57_S57_L001	lci-FUN_ITS_1_57_S57_L001	hci-FUN_ITS_1_57_S57_L001	0.03-FUN_ITS_1_58_S58_L001	lci-FUN_ITS_1_58_S58_L001	hci-FUN_ITS_1_58_S58_L001	0.03-FUN_ITS_1_59_S59_L001	lci-FUN_ITS_1_59_S59_L001	hci-FUN_ITS_1_59_S59_L001	0.03-FUN_ITS_1_5_S5_L001	lci-FUN_ITS_1_5_S5_L001	hci-FUN_ITS_1_5_S5_L001
234	15.368000	13.000000	17.000000	22.868000	19.000000	26.000000	22.524000	20.000000	25.000000	14.904000	14.000000	15.000000	1.992000	2.000000	2.000000	14.868000	14.000000	15.000000	4.000000	4.000000	4.000000	7.912000	7.000000	8.000000	1.644000	1.000000	2.000000	19.448000	17.000000	21.000000	23.096000	21.000000	25.000000	10.924000	10.000000	11.000000	12.504000	11.000000	14.000000	16.708000	15.000000	18.000000	15.604000	13.000000	17.000000	37.172000	35.000000	39.000000	35.376000	31.000000	39.000000	26.456000	23.000000	30.000000	29.404000	26.000000	32.000000	20.532000	19.000000	22.000000
235	15.388000	13.000000	17.000000	22.892000	19.000000	26.000000	22.552000	20.000000	25.000000	14.908000	14.000000	15.000000	1.992000	2.000000	2.000000	14.872000	14.000000	15.000000	4.000000	4.000000	4.000000	7.916000	7.000000	8.000000	1.648000	1.000000	2.000000	19.468000	17.000000	21.000000	23.120000	21.000000	25.000000	10.928000	10.000000	11.000000	12.524000	11.000000	14.000000	16.716000	15.000000	18.000000	15.612000	13.000000	17.000000	37.200000	35.000000	40.000000	35.432000	32.000000	39.000000	26.500000	23.000000	30.000000	29.432000	26.000000	32.000000	20.552000	19.000000	22.000000
236	15.408000	13.000000	17.000000	22.916000	19.000000	26.000000	22.576000	20.000000	25.000000	14.908000	14.000000	15.000000	1.992000	2.000000	2.000000	14.872000	14.000000	15.000000	4.000000	4.000000	4.000000	7.916000	7.000000	8.000000	1.652000	1.000000	2.000000	19.488000	17.000000	21.000000	23.148000	21.000000	25.000000	10.928000	10.000000	11.000000	12.540000	11.000000	14.000000	16.732000	15.000000	18.000000	15.628000	13.000000	17.000000	37.224000	35.000000	40.000000	35.484000	32.000000	39.000000	26.544000	23.000000	30.000000	29.464000	26.000000	32.000000	20.564000	19.000000	22.000000
237	15.428000	13.000000	17.000000	22.936000	19.000000	26.000000	22.596000	20.000000	25.000000	14.920000	14.000000	15.000000	1.992000	2.000000	2.000000	14.884000	14.000000	15.000000	4.000000	4.000000	4.000000	7.928000	7.000000	8.000000	1.656000	1.000000	2.000000	19.512000	17.000000	21.000000	23.172000	21.000000	25.000000	10.940000	10.000000	11.000000	12.560000	11.000000	14.000000	16.748000	15.000000	18.000000	15.648000	14.000000	17.000000	37.252000	35.000000	40.000000	35.532000	32.000000	39.000000	26.580000	23.000000	30.000000	29.496000	26.000000	32.000000	20.584000	19.000000	22.000000
238	15.432000	13.000000	17.000000	22.956000	20.000000	26.000000	22.612000	20.000000	25.000000	14.920000	14.000000	15.000000	1.992000	2.000000	2.000000	14.884000	14.000000	15.000000	4.000000	4.000000	4.000000	7.928000	7.000000	8.000000	1.660000	1.000000	2.000000	19.532000	18.000000	21.000000	23.184000	21.000000	25.000000	10.940000	10.000000	11.000000	12.564000	11.000000	14.000000	16.752000	15.000000	18.000000	15.656000	14.000000	17.000000	37.280000	35.000000	40.000000	35.584000	32.000000	39.000000	26.608000	23.000000	30.000000	29.516000	26.000000	32.000000	20.588000	19.000000	22.000000
239	15.448000	13.000000	17.000000	22.992000	20.000000	26.000000	22.624000	20.000000	25.000000	14.920000	14.000000	15.000000	1.992000	2.000000	2.000000	14.888000	14.000000	15.000000	4.000000	4.000000	4.000000	7.928000	7.000000	8.000000	1.660000	1.000000	2.000000	19.540000	18.000000	21.000000	23.208000	21.000000	25.000000	10.940000	10.000000	11.000000	12.580000	11.000000	14.000000	16.768000	15.000000	18.000000	15.672000	14.000000	17.000000	37.296000	35.000000	40.000000	35.648000	32.000000	39.000000	26.652000	23.000000	30.000000	29.552000	26.000000	32.000000	20.604000	19.000000	22.000000
240	15.460000	13.000000	17.000000	23.036000	20.000000	26.000000	22.652000	20.000000	25.000000	14.928000	14.000000	15.000000	1.992000	2.000000	2.000000	14.892000	14.000000	15.000000	4.000000	4.000000	4.000000	7.928000	7.000000	8.000000	1.660000	1.000000	2.000000	19.564000	18.000000	21.000000	23.236000	21.000000	25.000000	10.940000	10.000000	11.000000	12.600000	11.000000	14.000000	16.784000	15.000000	18.000000	15.684000	14.000000	17.000000	37.332000	35.000000	40.000000	35.728000	32.000000	39.000000	26.720000	24.000000	30.000000	29.604000	27.000000	32.000000	20.624000	19.000000	22.000000
241	15.476000	13.000000	17.000000	23.056000	20.000000	26.000000	22.660000	20.000000	25.000000	14.928000	14.000000	15.000000	1.992000	2.000000	2.000000	14.892000	14.000000	15.000000	4.000000	4.000000	4.000000	7.928000	7.000000	8.000000	1.660000	1.000000	2.000000	19.568000	18.000000	21.000000	23.252000	21.000000	26.000000	10.940000	10.000000	11.000000	12.612000	11.000000	14.000000	16.792000	15.000000	18.000000	15.692000	14.000000	17.000000	37.340000	35.000000	40.000000	35.760000	32.000000	39.000000	26.748000	24.000000	30.000000	29.620000	27.000000	32.000000	20.636000	19.000000	22.000000
242	15.488000	14.000000	17.000000	23.076000	20.000000	26.000000	22.676000	20.000000	25.000000	14.932000	14.000000	15.000000	1.992000	2.000000	2.000000	14.896000	14.000000	15.000000	4.000000	4.000000	4.000000	7.932000	7.000000	8.000000	1.664000	1.000000	2.000000	19.580000	18.000000	21.000000	23.268000	21.000000	26.000000	10.944000	10.000000	11.000000	12.620000	11.000000	14.000000	16.800000	15.000000	18.000000	15.704000	14.000000	17.000000	37.360000	35.000000	40.000000	35.796000	32.000000	39.000000	26.780000	24.000000	30.000000	29.648000	27.000000	32.000000	20.644000	19.000000	22.000000
243	15.504000	14.000000	17.000000	23.108000	20.000000	26.000000	22.696000	20.000000	25.000000	14.932000	14.000000	15.000000	1.992000	2.000000	2.000000	14.896000	14.000000	15.000000	4.000000	4.000000	4.000000	7.932000	7.000000	8.000000	1.664000	1.000000	2.000000	19.596000	18.000000	21.000000	23.292000	21.000000	26.000000	10.944000	10.000000	11.000000	12.636000	11.000000	14.000000	16.812000	15.000000	18.000000	15.716000	14.000000	17.000000	37.384000	35.000000	40.000000	35.844000	32.000000	39.000000	26.824000	24.000000	30.000000	29.680000	27.000000	32.000000	20.660000	19.000000	22.000000
244	15.524000	14.000000	17.000000	23.148000	20.000000	26.000000	22.716000	20.000000	25.000000	14.932000	14.000000	15.000000	1.992000	2.000000	2.000000	14.896000	14.000000	15.000000	4.000000	4.000000	4.000000	7.932000	7.000000	8.000000	1.668000	1.000000	2.000000	19.628000	18.000000	21.000000	23.328000	21.000000	26.000000	10.944000	10.000000	11.000000	12.656000	11.000000	14.000000	16.824000	15.000000	18.000000	15.732000	14.000000	17.000000	37.424000	35.000000	40.000000	35.900000	32.000000	40.000000	26.872000	24.000000	30.000000	29.712000	27.000000	32.000000	20.680000	19.000000	22.000000
245	15.540000	14.000000	17.000000	23.188000	20.000000	26.000000	22.740000	20.000000	25.000000	14.932000	14.000000	15.000000	1.992000	2.000000	2.000000	14.904000	14.000000	15.000000	4.000000	4.000000	4.000000	7.932000	7.000000	8.000000	1.668000	1.000000	2.000000	19.644000	18.000000	21.000000	23.364000	21.000000	26.000000	10.944000	10.000000	11.000000	12.668000	11.000000	14.000000	16.832000	15.000000	18.000000	15.748000	14.000000	17.000000	37.456000	35.000000	40.000000	35.964000	32.000000	40.000000	26.920000	24.000000	30.000000	29.748000	27.000000	32.000000	20.692000	19.000000	22.000000
246	15.556000	14.000000	17.000000	23.216000	20.000000	26.000000	22.760000	20.000000	25.000000	14.932000	14.000000	15.000000	1.992000	2.000000	2.000000	14.904000	14.000000	15.000000	4.000000	4.000000	4.000000	7.932000	7.000000	8.000000	1.672000	1.000000	2.000000	19.668000	18.000000	21.000000	23.388000	21.000000	26.000000	10.944000	10.000000	11.000000	12.684000	11.000000	14.000000	16.844000	15.000000	18.000000	15.760000	14.000000	17.000000	37.484000	35.000000	40.000000	36.036000	32.000000	40.000000	26.968000	24.000000	30.000000	29.780000	27.000000	32.000000	20.708000	19.000000	22.000000
247	15.568000	14.000000	17.000000	23.240000	20.000000	26.000000	22.776000	20.000000	25.000000	14.932000	14.000000	15.000000	1.992000	2.000000	2.000000	14.904000	14.000000	15.000000	4.000000	4.000000	4.000000	7.932000	7.000000	8.000000	1.680000	1.000000	2.000000	19.676000	18.000000	21.000000	23.404000	21.000000	26.000000	10.944000	10.000000	11.000000	12.692000	11.000000	14.000000	16.852000	15.000000	18.000000	15.768000	14.000000	17.000000	37.500000	35.000000	40.000000	36.064000	33.000000	40.000000	26.988000	24.000000	30.000000	29.792000	27.000000	32.000000	20.716000	19.000000	22.000000
248	15.576000	14.000000	17.000000	23.260000	20.000000	26.000000	22.788000	20.000000	25.000000	14.932000	14.000000	15.000000	1.992000	2.000000	2.000000	14.904000	14.000000	15.000000	4.000000	4.000000	4.000000	7.932000	7.000000	8.000000	1.680000	1.000000	2.000000	19.684000	18.000000	21.000000	23.416000	21.000000	26.000000	10.944000	10.000000	11.000000	12.696000	11.000000	14.000000	16.852000	15.000000	18.000000	15.768000	14.000000	17.000000	37.516000	35.000000	40.000000	36.116000	33.000000	40.000000	27.020000	24.000000	30.000000	29.812000	27.000000	32.000000	20.720000	19.000000	22.000000
249	15.592000	14.000000	17.000000	23.312000	20.000000	26.000000	22.808000	20.000000	25.000000	14.932000	14.000000	15.000000	1.992000	2.000000	2.000000	14.904000	14.000000	15.000000	4.000000	4.000000	4.000000	7.936000	7.000000	8.000000	1.684000	1.000000	2.000000	19.704000	18.000000	21.000000	23.456000	21.000000	26.000000	10.944000	10.000000	11.000000	12.712000	11.000000	14.000000	16.864000	15.000000	18.000000	15.788000	14.000000	17.000000	37.544000	35.000000	40.000000	36.196000	33.000000	40.000000	27.080000	24.000000	30.000000	29.844000	27.000000	32.000000	20.736000	19.000000	22.000000
250	15.600000	14.000000	17.000000	23.348000	20.000000	26.000000	22.832000	20.000000	25.000000	14.932000	14.000000	15.000000	1.992000	2.000000	2.000000	14.908000	14.000000	15.000000	4.000000	4.000000	4.000000	7.936000	7.000000	8.000000	1.684000	1.000000	2.000000	19.716000	18.000000	21.000000	23.480000	21.000000	26.000000	10.944000	10.000000	11.000000	12.720000	11.000000	14.000000	16.872000	15.000000	18.000000	15.800000	14.000000	17.000000	37.568000	35.000000	40.000000	36.252000	33.000000	40.000000	27.124000	24.000000	30.000000	29.884000	27.000000	32.000000	20.744000	19.000000	22.000000
251	15.620000	14.000000	17.000000	23.372000	21.000000	26.000000	22.852000	20.000000	25.000000	14.932000	14.000000	15.000000	1.992000	2.000000	2.000000	14.908000	14.000000	15.000000	4.000000	4.000000	4.000000	7.936000	7.000000	8.000000	1.696000	1.000000	2.000000	19.740000	18.000000	21.000000	23.508000	21.000000	26.000000	10.944000	10.000000	11.000000	12.736000	11.000000	14.000000	16.888000	15.000000	18.000000	15.816000	14.000000	17.000000	37.592000	35.000000	40.000000	36.304000	33.000000	40.000000	27.176000	24.000000	30.000000	29.916000	27.000000	32.000000	20.760000	19.000000	22.000000
252	15.632000	14.000000	17.000000	23.400000	21.000000	26.000000	22.868000	20.000000	25.000000	14.932000	14.000000	15.000000	1.992000	2.000000	2.000000	14.908000	14.000000	15.000000	4.000000	4.000000	4.000000	7.936000	7.000000	8.000000	1.696000	1.000000	2.000000	19.752000	18.000000	21.000000	23.524000	21.000000	26.000000	10.944000	10.000000	11.000000	12.744000	11.000000	14.000000	16.896000	15.000000	18.000000	15.820000	14.000000	17.000000	37.612000	35.000000	40.000000	36.352000	33.000000	40.000000	27.212000	24.000000	30.000000	29.940000	27.000000	32.000000	20.768000	19.000000	22.000000
253	15.648000	14.000000	17.000000	23.432000	21.000000	26.000000	22.888000	20.000000	25.000000	14.940000	14.000000	15.000000	1.996000	2.000000	2.000000	14.916000	14.000000	15.000000	4.000000	4.000000	4.000000	7.948000	7.000000	8.000000	1.704000	1.000000	2.000000	19.764000	18.000000	21.000000	23.552000	21.000000	26.000000	10.952000	10.000000	11.000000	12.756000	11.000000	14.000000	16.904000	15.000000	18.000000	15.828000	14.000000	17.000000	37.628000	35.000000	40.000000	36.416000	33.000000	40.000000	27.260000	24.000000	30.000000	29.960000	27.000000	32.000000	20.780000	19.000000	22.000000
254	15.668000	14.000000	17.000000	23.464000	21.000000	26.000000	22.920000	21.000000	25.000000	14.944000	14.000000	15.000000	1.996000	2.000000	2.000000	14.920000	14.000000	15.000000	4.000000	4.000000	4.000000	7.952000	7.000000	8.000000	1.704000	1.000000	2.000000	19.788000	18.000000	21.000000	23.580000	21.000000	26.000000	10.956000	10.000000	11.000000	12.776000	11.000000	14.000000	16.916000	15.000000	18.000000	15.840000	14.000000	17.000000	37.668000	35.000000	40.000000	36.472000	33.000000	40.000000	27.308000	24.000000	30.000000	30.004000	27.000000	32.000000	20.800000	19.000000	22.000000
255	15.680000	14.000000	17.000000	23.504000	21.000000	26.000000	22.952000	21.000000	25.000000	14.944000	14.000000	15.000000	1.996000	2.000000	2.000000	14.920000	14.000000	15.000000	4.000000	4.000000	4.000000	7.952000	7.000000	8.000000	1.708000	1.000000	2.000000	19.828000	18.000000	21.000000	23.608000	21.000000	26.000000	10.956000	10.000000	11.000000	12.792000	11.000000	14.000000	16.928000	15.000000	18.000000	15.856000	14.000000	17.000000	37.712000	35.000000	40.000000	36.536000	33.000000	40.000000	27.364000	24.000000	30.000000	30.048000	27.000000	32.000000	20.812000	19.000000	22.000000
256	15.704000	14.000000	17.000000	23.544000	21.000000	26.000000	22.988000	21.000000	25.000000	14.948000	14.000000	15.000000	1.996000	2.000000	2.000000	14.932000	14.000000	15.000000	4.000000	4.000000	4.000000	7.956000	7.000000	8.000000	1.712000	1.000000	2.000000	19.852000	18.000000	21.000000	23.648000	21.000000	26.000000	10.960000	10.000000	11.000000	12.812000	11.000000	14.000000	16.944000	15.000000	18.000000	15.872000	14.000000	17.000000	37.752000	35.000000	40.000000	36.612000	33.000000	40.000000	27.420000	24.000000	30.000000	30.096000	27.000000	32.000000	20.832000	19.000000	22.000000
257	15.728000	14.000000	17.000000	23.584000	21.000000	26.000000	23.020000	21.000000	25.000000	14.948000	14.000000	15.000000	1.996000	2.000000	2.000000	14.932000	14.000000	15.000000	4.000000	4.000000	4.000000	7.956000	7.000000	8.000000	1.712000	1.000000	2.000000	19.872000	18.000000	21.000000	23.688000	21.000000	26.000000	10.960000	10.000000	11.000000	12.828000	11.000000	14.000000	16.956000	15.000000	18.000000	15.888000	14.000000	17.000000	37.788000	35.000000	40.000000	36.660000	33.000000	40.000000	27.464000	24.000000	30.000000	30.136000	27.000000	33.000000	20.848000	19.000000	22.000000
258	15.748000	14.000000	17.000000	23.624000	21.000000	26.000000	23.048000	21.000000	25.000000	14.952000	14.000000	15.000000	1.996000	2.000000	2.000000	14.936000	14.000000	15.000000	4.000000	4.000000	4.000000	7.956000	7.000000	8.000000	1.712000	1.000000	2.000000	19.896000	18.000000	21.000000	23.712000	21.000000	26.000000	10.960000	10.000000	11.000000	12.844000	11.000000	14.000000	16.968000	15.000000	18.000000	15.908000	14.000000	17.000000	37.820000	36.000000	40.000000	36.728000	33.000000	40.000000	27.516000	24.000000	30.000000	30.168000	27.000000	33.000000	20.860000	19.000000	22.000000
259	15.764000	14.000000	17.000000	23.660000	21.000000	26.000000	23.060000	21.000000	25.000000	14.952000	14.000000	15.000000	1.996000	2.000000	2.000000	14.936000	14.000000	15.000000	4.000000	4.000000	4.000000	7.956000	7.000000	8.000000	1.712000	1.000000	2.000000	19.900000	18.000000	21.000000	23.740000	21.000000	26.000000	10.960000	10.000000	11.000000	12.856000	11.000000	14.000000	16.976000	15.000000	18.000000	15.920000	14.000000	17.000000	37.840000	36.000000	40.000000	36.784000	33.000000	40.000000	27.572000	24.000000	30.000000	30.200000	27.000000	33.000000	20.872000	19.000000	22.000000
260	15.800000	14.000000	17.000000	23.696000	21.000000	26.000000	23.100000	21.000000	25.000000	14.956000	14.000000	15.000000	1.996000	2.000000	2.000000	14.940000	14.000000	15.000000	4.000000	4.000000	4.000000	7.960000	7.000000	8.000000	1.724000	1.000000	2.000000	19.924000	18.000000	21.000000	23.780000	21.000000	26.000000	10.964000	10.000000	11.000000	12.888000	11.000000	14.000000	17.004000	15.000000	18.000000	15.948000	14.000000	17.000000	37.880000	36.000000	40.000000	36.852000	33.000000	40.000000	27.624000	24.000000	30.000000	30.244000	27.000000	33.000000	20.904000	19.000000	22.000000
261	15.812000	14.000000	17.000000	23.740000	21.000000	26.000000	23.120000	21.000000	25.000000	14.960000	14.000000	15.000000	1.996000	2.000000	2.000000	14.944000	14.000000	15.000000	4.000000	4.000000	4.000000	7.964000	7.000000	8.000000	1.724000	1.000000	2.000000	19.940000	18.000000	21.000000	23.804000	22.000000	26.000000	10.964000	10.000000	11.000000	12.896000	11.000000	14.000000	17.016000	15.000000	18.000000	15.964000	14.000000	17.000000	37.900000	36.000000	40.000000	36.912000	33.000000	40.000000	27.676000	24.000000	30.000000	30.272000	27.000000	33.000000	20.912000	19.000000	22.000000
262	15.840000	14.000000	17.000000	23.800000	21.000000	26.000000	23.164000	21.000000	25.000000	14.960000	14.000000	15.000000	1.996000	2.000000	2.000000	14.944000	14.000000	15.000000	4.000000	4.000000	4.000000	7.964000	7.000000	8.000000	1.732000	1.000000	2.000000	19.964000	18.000000	21.000000	23.856000	22.000000	26.000000	10.964000	10.000000	11.000000	12.916000	11.000000	14.000000	17.032000	15.000000	18.000000	15.984000	14.000000	17.000000	37.944000	36.000000	40.000000	36.996000	33.000000	40.000000	27.752000	24.000000	31.000000	30.324000	27.000000	33.000000	20.932000	19.000000	22.000000
263	15.840000	14.000000	17.000000	23.808000	21.000000	26.000000	23.172000	21.000000	25.000000	14.960000	14.000000	15.000000	1.996000	2.000000	2.000000	14.944000	14.000000	15.000000	4.000000	4.000000	4.000000	7.964000	7.000000	8.000000	1.732000	1.000000	2.000000	19.964000	18.000000	21.000000	23.868000	22.000000	26.000000	10.964000	10.000000	11.000000	12.920000	11.000000	14.000000	17.032000	15.000000	18.000000	15.984000	14.000000	17.000000	37.952000	36.000000	40.000000	37.032000	33.000000	40.000000	27.776000	24.000000	31.000000	30.340000	27.000000	33.000000	20.936000	19.000000	22.000000
264	15.856000	14.000000	17.000000	23.840000	21.000000	26.000000	23.188000	21.000000	25.000000	14.964000	14.000000	15.000000	1.996000	2.000000	2.000000	14.948000	14.000000	15.000000	4.000000	4.000000	4.000000	7.968000	7.000000	8.000000	1.732000	1.000000	2.000000	19.972000	18.000000	21.000000	23.896000	22.000000	26.000000	10.968000	10.000000	11.000000	12.932000	11.000000	14.000000	17.040000	15.000000	18.000000	15.992000	14.000000	17.000000	37.968000	36.000000	40.000000	37.080000	33.000000	40.000000	27.812000	24.000000	31.000000	30.376000	28.000000	33.000000	20.948000	19.000000	22.000000
265	15.872000	14.000000	17.000000	23.860000	21.000000	26.000000	23.212000	21.000000	25.000000	14.964000	14.000000	15.000000	1.996000	2.000000	2.000000	14.948000	14.000000	15.000000	4.000000	4.000000	4.000000	7.968000	7.000000	8.000000	1.736000	1.000000	2.000000	19.988000	18.000000	21.000000	23.920000	22.000000	26.000000	10.968000	10.000000	11.000000	12.948000	11.000000	14.000000	17.056000	15.000000	18.000000	16.008000	14.000000	17.000000	38.000000	36.000000	40.000000	37.136000	33.000000	40.000000	27.860000	24.000000	31.000000	30.404000	28.000000	33.000000	20.964000	19.000000	22.000000
266	15.880000	14.000000	17.000000	23.884000	21.000000	26.000000	23.228000	21.000000	25.000000	14.964000	14.000000	15.000000	1.996000	2.000000	2.000000	14.948000	14.000000	15.000000	4.000000	4.000000	4.000000	7.968000	7.000000	8.000000	1.740000	1.000000	2.000000	20.004000	18.000000	21.000000	23.948000	22.000000	26.000000	10.968000	10.000000	11.000000	12.956000	11.000000	14.000000	17.064000	15.000000	18.000000	16.016000	14.000000	17.000000	38.024000	36.000000	40.000000	37.192000	33.000000	40.000000	27.908000	24.000000	31.000000	30.436000	28.000000	33.000000	20.972000	19.000000	22.000000
267	15.896000	14.000000	17.000000	23.908000	21.000000	26.000000	23.244000	21.000000	25.000000	14.964000	14.000000	15.000000	1.996000	2.000000	2.000000	14.948000	14.000000	15.000000	4.000000	4.000000	4.000000	7.968000	7.000000	8.000000	1.744000	1.000000	2.000000	20.016000	18.000000	21.000000	23.972000	22.000000	26.000000	10.968000	10.000000	11.000000	12.972000	11.000000	14.000000	17.076000	15.000000	18.000000	16.028000	14.000000	17.000000	38.040000	36.000000	40.000000	37.240000	33.000000	40.000000	27.948000	24.000000	31.000000	30.468000	28.000000	33.000000	20.988000	19.000000	22.000000
268	15.904000	14.000000	17.000000	23.928000	21.000000	26.000000	23.260000	21.000000	25.000000	14.964000	14.000000	15.000000	1.996000	2.000000	2.000000	14.948000	14.000000	15.000000	4.000000	4.000000	4.000000	7.968000	7.000000	8.000000	1.752000	1.000000	2.000000	20.032000	18.000000	21.000000	23.984000	22.000000	26.000000	10.968000	10.000000	11.000000	12.984000	11.000000	14.000000	17.084000	15.000000	18.000000	16.036000	14.000000	17.000000	38.064000	36.000000	40.000000	37.292000	33.000000	41.000000	27.988000	24.000000	31.000000	30.492000	28.000000	33.000000	21.000000	19.000000	22.000000
