depth	0.15-1.5	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	3.05-4.60	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	3.05-4.60	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	6	0.15-1.5	0.15-1.5	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	0.15-1.5	0.15-1.5	3.05-4.60	0.15-1.5	6	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	0.15-1.5	3.05-4.60	3.05-4.60	6
Comamonadaceae	0.004726724	0.003398592	0.000802201	0.00187504	5.56403E-06	0	0.004906514	0	0.001150332	0.00017883	0.000506663	0	0.001802118	0	0	0.00011673	0.000823541	0.002440799	0.00024761	0.003822759	0.010754122	0.001628233	0	0.007043049	0	0.005169606	0.007984045	0.001973544	0.010725309	0.002335183	0.000210229	0.002675209	0.000605435	0	0.002469573	0.003715284	0.006907217	0.031910876	0.000740982	0.022384111	6.79326E-05	0.00796347	0.016765819	0.004137082	0.00551158	0.005855575	0.006722458	0.001034588	0.00096992	0.005287918	0.028008987	0	0.000191934	1.11367E-05	1.12878E-05
Conexibacter	0.029498994	0.010898934	0.002321664	0.003987155	0	0.005340621	0.002065325	0	9.03832E-05	0.003970028	0.001750292	0	0.005110995	0.000975809	0	0.000107003	0	0.008049943	0.002443803	0	0.002056817	0	0.003900363	0.001519492	0	0.004886339	0.000788274	0.00053339	0.010484591	0.000962115	0	0	0	0.010163462	0.020838868	0	0.00311042	0	0.002128234	0	3.39663E-05	0.002571967	3.21924E-06	0	0.003740838	0.002308271	0.008231582	0.00251593	0	0	0.000258749	0	8.72425E-06	0	0.002776806
Corynebacterium	1.32401E-05	0	0	0	0.000289329	0	0	2.88559E-05	0	0	0	0.013643916	0.000166942	0	1.00289E-05	0.015038764	0	0	0.000462923	0.001457295	0.009067332	0	0	0	0	0	0	0.001573501	0	0.000759055	0	0.012882694	0	0	0	0.012139047	8.68832E-06	0	0.000250708	0.011001317	0.0040056	0.002021814	0	0	0	0.001982452	1.71491E-05	0	0.001832072	3.64684E-05	0.058172512	0	0	0	0
Coxiellaceae	0.000119161	6.51071E-05	0.000575697	0	0.00136875	0.000384458	0.000448034	0.000245275	0.000731282	0.000107298	0.001888473	0	0.001331256	0.000512925	0.001032975	0.001245124	0.001184631	0	0.000678236	0.001056011	0.0040903	0.006285736	0.000341915	0.00039014	0.00173357	0	0.000177283	0.002026883	0.000235368	0.00076389	0.001639365	0.007087566	0.001288664	0	9.83894E-06	0.00014714	0.000243273	0.009667674	0.002156091	0.006694314	0.001693464	0	0	0	0.011703313	0	8.57456E-06	0.001504856	0.00293371	0.002935706	0.0226726	0	0.000331522	0.000824118	0.000869163
Curtobacterium	0	0.003242335	4.24695E-05	0	0	0	0.002343981	0	0	0	0	0	0.002298664	0	0	0	0	0	0.000882784	0	0	0.001565123	0	0	0	0.005842362	0.003026466	0	0.001299875	0.006024096	0.000558488	0	0	0	0.007231618	0.004717675	0	0	0	1.23057E-05	0.000164979	0.002310644	0.000585902	0	0.000574612	0.002225669	0.001191864	0.002492417	0.002143405	0	0.015571081	1.81571E-05	0	0	0
Dankookia	0.003323271	0.00337255	9.90954E-05	0.000711222	0.0007734	0	0.004584148	0.000158707	0.002563597	1.7883E-05	0	0	0.006955919	0.000262718	0.000441271	0.001585588	0.000164708	0.004729048	0	0	0.002186827	0	0.000354578	0.00042094	0	0	0.009000253	0	0.005450918	0.001991916	0	1.38972E-05	3.38232E-06	0	0.005834489	0	0.000651624	0.007156344	0.000746553	1.23057E-05	0.000815192	0.005900395	0.003669937	0.012454191	0.003869833	0.001349168	0.0172263	0.007336171	0	0	0.002661789	7.26282E-05	0.000191934	0	0
Dehalogenimonas	0.000397204	0	0	0	0.001168445	0.001470969	1.09276E-05	0	0.000977782	0.000983566	0.001090094	0	4.28057E-06	0.00066305	0.000822368	0.003375454	0.005701435	0.0003051	0.000333735	0.0019853	0.001846802	0.004203113	0.005419986	8.21347E-05	0.000402518	0	5.38179E-05	0	0.00014978	0	0.001378171	0.000264047	0.002902031	0.003393045	0	0	0.000182455	0	0.003646412	0	0.001945785	0	0	0	0	4.58901E-06	0	0.002633497	0.005580036	0	0	0.000798911	0.005295621	0	0.003781422
Deltaproteobacteria	0.007824913	0.006803695	0.018441182	0.006422552	0.040545052	0.039991977	0.003272831	0.041913144	0.027164267	0.021388079	0.035128662	3.1953E-05	0.005316462	0.052885518	0.039523829	0.058190095	0.03545659	0.005292309	0.024179657	0.025048576	0.013397649	0.019980562	0.036356959	0.00243324	0.0280756	0	0.008367101	0.01581502	0.007237578	0.040843954	0.048754125	0.039787651	0.030224417	0.028868306	0.008333579	0.021188155	0.002067821	0.006778701	0.029561288	0.001390547	0.030504181	0.006526194	0.00893662	1.43152E-05	0.012371738	0.023270862	0.006207985	0.031484399	0.020440176	0.006126691	4.099E-05	0.057376305	0.034617834	0.033187442	0.035782416
Enterobacterales	0.002052219	0.001302143	0.001349585	2.15522E-05	0.000617607	8.35778E-06	5.46382E-06	0.00083682	0.001158549	0.003308357	0.001704231	0	0.001883449	0.000800664	0	0	0.002369263	0.001783661	0.000785893	0.001267213	0.002843542	0.000845671	0	0.007895196	0.001500293	0	0.000601494	0	0.004381061	0	0	0	0.001900864	0	0	9.19625E-06	0.007237374	0	0.001523749	0	0.001094201	0.003438458	0	0	0.000422164	4.58901E-06	0.000720263	0.002139716	0	0	2.56188E-06	1.81571E-05	0	0	0.004492556
Escherichia	0	0.001152396	0	0	0.000561967	0.000877567	0.001655539	0	0	0.001967131	9.21206E-05	0.017126789	0	0	0.000140404	9.72753E-06	0.000171043	0.002217841	0.002282318	0.003231393	0.003700271	0.002940917	0.000886446	0.007730927	0.000429962	0.002478578	0.000984551	0.001973544	0.001048459	0.000251407	0.002229706	0.004030185	0.000750875	7.83613E-06	0.0011118	0.004027957	0	0.009780967	0.000724268	0.020476724	0.000150422	0.000852738	0.01114502	0.012940907	0	0.004946951	0.001397654	0.003127278	5.98716E-05	0.005798476	0.005992227	0.000653654	0.000174485	0.000668204	0.000406362
Finegoldia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001284034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003663142	0	0	5.09495E-05	0	3.21924E-06	0	0	0	8.57456E-06	0	0	0	0.075575333	0	0	0	0
Firmicutes	0.00321735	0.004694224	0.004515919	2.15522E-05	0.005380412	0.008148835	0.006447312	0.004833357	0.008997239	0.006849193	0.006571271	0.005655675	0.005384951	0.006851514	0.008905648	0.005311232	0.00572044	0.003403037	0.002809836	0.008659289	0.029062131	0.0042536	0.008889789	0.001498958	0.006883965	0	0.004726478	0.002080222	0.00528509	0.004269083	0.01130355	2.77944E-05	0.006446703	0.008431677	0.002971359	0.002179511	0.004031382	0	0.01097545	0	0.017820187	0.003266536	0.002218059	0	0.005652301	0.007525974	0.004655988	0.005784288	0.002323019	0	0.007531915	0.010748979	0.002730691	0.005345628	0.01325191
Gaiella	0.006778943	0.016263762	0.000259536	0	0.001468903	0.000852494	0.012140617	0.000389554	8.21666E-06	0.001412758	0.000875146	3.1953E-05	0.004648694	0.000279398	0.000310895	0.000564197	0.000829876	0.009704523	0.000236844	0	0.002190161	0.001035001	0.000607849	0.013121015	0.000393369	0	0.004169305	0	0.007670869	0.000106364	0.001688206	0.003773087	0.000470143	0.001520209	0.00027549	0	0.014857034	0	0.000373277	0	0.002011291	0.010948052	0.007610291	0	0.006719437	0.00490565	0.004501646	0.001316749	0	0	0	0.002142533	0	0.000968895	0.00233658
Gammaproteobacteria	0.043215761	0.020612919	0.011830103	0.003922498	0.016803356	0.020125534	0.009714679	0.007401529	0.015250115	0.037089361	0.012804766	0	0.011163715	0.02815668	0.0197569	0.037810916	0.029375059	0.0079678	0.011196279	0.016938413	0.027121989	0.014022997	0.011929034	0.0121662	0.010726178	3.54083E-05	0.012343295	0.01146789	0.03029298	0.018884527	0.03141975	0.009005378	0.030511914	0.010375037	0.08947529	0.006510944	0.013180187	0	0.01203121	0.001378241	0.026551958	0.026152915	0.014048778	0	0.041970097	0.016309336	0.044982165	0.011686144	0.005268704	0.00694723	0.003530265	0.029922833	0.06542317	0.017295335	0.02500254
Geminicoccaceae	0.004448681	5.85964E-05	0.000188753	0	0.000216997	0	0.000841429	0	0.00012325	1.7883E-05	0	0	0.000809027	0	1.00289E-05	0.000486377	0.000297742	0.000352038	0	2.11202E-05	0.001976812	0	0.000582522	0	0.000681535	0	0.000550842	0.000426712	0.005627444	0.000768725	0.001308094	0	0	0.00117542	0.002932003	0	0	0	0.001674174	0	7.2785E-05	0.001389137	0	0	0.000703606	0.005355373	0.002906777	0.002186743	0	0	0.006947807	0.000962324	0.000104691	0	0.000982041
Gemmata	0.00215814	0.000423196	0.000703105	0	0.000528582	0.001746776	0.001792134	0.004530371	0.000977782	0.001359109	0.000552724	0	0.001605212	0.001150954	0.000802311	0	0.001697761	0.000727546	0.001162691	0	0.007530552	0.002183599	2.5327E-05	0.00120122	0.001724422	0	0.001358111	0.001040111	0.002995598	0.00047864	0.001244389	0.000403018	0.004528927	0.001449684	0.002056338	0	0.001746353	0	0.002147734	0	0.001339243	0.003314674	0	0	0.002134271	0.007434194	0.001037522	0.001575396	0	0	0	0.000217885	0	0.000924348	0.000395074
Gemmatimonas	0.023911662	0.028575521	0.031403804	0.023750512	0.02696883	0.030589474	0.01358853	0.010315972	0.011626569	0.030705127	0.022661672	3.1953E-05	0.019159811	0.010504543	0.015524711	0.009289793	0.016768553	0.041892558	0.011357764	0.008152403	0.003100227	0.006411956	0.042916661	0.047319843	0.012747914	0	0.023749525	0.008294218	0.022943068	0.004351273	0.021555953	0.013501119	0.022157582	0.019903772	0.022846011	0.01669119	0.077239198	0.002851208	0.013488104	0.011013622	0.016541598	0.027500791	0.01710384	0.000100206	0.031814717	0.00111054	0.035198587	0.009734534	0.010908612	0	0.004485844	0.054434862	0.032096525	0.028866393	0.028332449
Geobacter	0.003720475	0.026381411	0.007002742	0	0.006838187	0.010923618	0.001174722	0.0077478	0.006335042	0.012053148	0.013388196	0	0.00128845	0.006968278	0.011252407	0.008540773	0.011453549	1.17346E-05	0.008364913	0.021817183	0.014534399	0.011700557	0.007686755	0.002597509	0.011878842	0	0.002586425	0.013068061	0.001578038	0.006846004	0.013981321	0.001799686	0.008002571	0.006472644	0.002321989	0	0.000295403	1.88822E-05	0.012345989	0.011333571	0.014661319	0.001691722	0.00863723	0	0.00591029	0.001610742	0.000540198	0.006513203	0.012848453	1.82342E-05	0	0.004103495	0.006159322	0.008207767	0.005779368
Haliangium	0.000767927	0.001243546	0.001222177	0	0.001201829	0.001437538	0.000573702	0.000591545	0.000262933	1.7883E-05	0.000506663	0	0.000158381	0.001430353	0.001213495	0.000136185	0.000867885	0.000410711	0.000979674	0.004202923	0	1.2622E-05	0.001051072	0.003552325	0.002154384	0	0.000867418	0	0.002856516	0.001479433	0.0016606	0.00375919	0.003030559	0.000368298	0.00064937	0	0.001112105	0	0.000540416	0	0.001217935	0.005907272	3.21924E-06	0	2.34535E-05	0.003294908	0.001843531	0	0.002023661	0	0.001286062	0.002523831	0.002957522	0.000222735	0.001151358
Halomonas	0	0	0.000797482	0	0.001780488	0.001195163	0	0.000360698	0.000558733	0	0.002379783	0.100044734	0	0.001371971	0.002206354	0.001089484	0.002964746	0	0.002196193	0.01174284	0.035299255	0.035215268	0.000747148	0	0.003668399	0.090503505	0.000389388	0.014161511	0	0.01123112	0.005317319	0.040128132	0.008158157	0.003447898	9.83894E-06	0.060373368	0.000547364	0.085366314	0.002378943	0.064924997	0.00339178	0.004504381	0.077303691	0.120261681	1.17268E-05	0.022119021	0.000257237	0.012673705	0.015913881	0.181466759	0.029451323	1.81571E-05	0.000689216	0.000790708	0.002551049
Holophaga	0.01512022	0.004726778	0.001887531	0.004159572	0.001708156	0.001821996	0.004354668	0.001197518	0.00036975	0.004148858	0.00098262	0	0.000860394	0.001926597	0.001474246	0.000359919	0.002350258	0.008460654	0	0.00092929	0.00540373	0	0.000506541	0.022874508	0.001985143	0	0.00612891	0.002080222	0.011008821	0.000135373	0.000819683	0.001667663	0.000270586	0.002319495	0.004309454	0.003788854	0.014552942	0	0.003289849	1.23057E-05	0.001989456	0.008871223	0.000450694	0	0.007024333	0.003092992	0.006533818	0.002986198	0	0	0.000799305	0.001688606	0.002887728	0.001002305	0.001964082
Hydrogenophilus	0.001575575	0.000553411	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223733	0.000285072	0	0	0.000739208	0.001070078	0	0	0	0	0.00527583	0	0	0.001166143	0	0	0.003793932	0.001197341	0.000462332	9.83894E-06	0	0	0.001831571	6.96412E-05	0	0	0.000529523	0	0.050375057	0.000375257	0	0	0.001598909	0	0	0	0	0	0	0
Hymenobacter	0.007838153	0.003691574	0	0	0	0	0.006835244	1.44279E-05	1.64333E-05	0	1.53534E-05	0	0.004657255	4.17012E-06	7.02022E-05	0	0	0.001396419	0	2.11202E-05	0.004160305	0	0	0.014886911	0	0	0.00423262	2.66695E-05	0.013972323	0.023927169	0	6.94859E-06	0	0.000274265	0.001151156	0	0.004848085	0	0	0	8.24896E-05	0.016697154	0	0	0.008384638	0	0.004990396	0.000329187	2.39487E-05	0	0.008853842	0	0	0	0
Iamia	0.007162906	0.023744572	0	0	0.000183613	0.000183871	0.026149862	0	0	0.004631699	0	0	0.022661313	0.000204336	0.00018052	0.000282098	0.000354756	0.037140041	0	0	0.001320097	0	0.000696493	0.017166148	0.001157238	0	0.00940547	0	0.006167721	0	2.12353E-06	0	0.000598671	0.000893319	0.005588516	0	0.014466059	0	0	0	0.000300845	0.004786334	3.21924E-06	0	0.027991791	0.002294504	0.016385993	0.002774577	0	0	0	0.017249206	0.000113415	0.000501153	0.001918931
Ktedonobacterales	0	0	0.029148204	0.079527576	0.000133537	0	0	0	0	0	0	0	0.001044458	0	0	0	0.000487789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.24896E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Longimicrobium	0.026255164	0.0029168	0	0	1.11281E-05	0	0.021128607	0.000317415	0	0	0	0	0.015893739	0	0	7.78203E-05	0	0.002065291	0	0	0.000693384	0	0	0.012956746	4.57406E-06	0	0.020751551	0	0.04882824	0	2.12353E-06	6.94859E-06	0	0	0.001780848	0	0.049193289	0.002870091	7.24268E-05	0	0	0.014214587	0.000292951	0	0.008736441	0	0.005659213	0.002562957	0	0	0	0	0	2.22735E-05	0
Luteitalea	0.06572397	0.03751473	0.016780154	0.006638074	0.020737122	0.027914985	0.028149621	0.024787188	0.038281404	0.067544126	0.029616778	6.39059E-05	0.046118811	0.034678754	0.021883023	0.036244784	0.03108549	0.030333967	0.031457239	0.027498522	0.054580669	0.036603683	0.015006268	0.065184136	0.034845214	0	0.027048246	0.019495413	0.067497232	0.031450038	0.044156683	0.05264255	0.055402412	0.015609573	0.036433582	0.035433143	0.097387421	0.058081571	0.028742308	0.00808486	0.042838808	0.056693303	0.014100286	0	0.059419525	0.05336099	0.050821443	0.024101202	0.050998659	0.025236133	0.01748224	0.032137994	0.028153163	0.025458555	0.024652617
Lysobacter	0	0.017357562	0.00020291	8.62088E-05	0	0.000534898	0.006665865	0.00049055	8.21666E-05	0.000518607	0.000921206	3.1953E-05	0.002213052	0.000362801	0	0.005418235	1.26699E-05	0.00195968	0.000850487	0	0	0.000668964	0.000151962	0.01404503	0.002552327	0	0.005397619	0	0.006750793	0	4.24706E-06	0	0.000869256	0.00014105	0.014374686	0.002013978	0.011181873	0	0.000470774	0	0.000334811	0.00586601	0.002218059	0	0.014810906	0.00314806	0.007031143	0.001363775	0	0.002607491	0.017159443	0	0.000209382	0.000467742	0.001433554
Methanomassiliicoccus	2.64802E-05	0	0.021074289	0.007047566	0.064637281	0.011366581	0	0.012913	0.038462171	0.038126576	0.097739974	6.39059E-05	0	0.020258464	0.021170972	0.003521367	0.035652973	1.17346E-05	0.030402205	0.033538903	0.013404316	0.024499224	0.057669659	0.0020431	0.070065501	7.08165E-05	0.006021274	0.006454022	6.95407E-05	0.00326829	0.007570384	0.004829273	0.002922325	0.090264391	0	0.005223469	0.000338845	0.001623867	0.037670308	0.00765416	0.025542673	0.001045291	0.016089778	0	1.17268E-05	0.007369948	0	0.021044464	0.011339688	0.008843587	0	0.013817522	0.00449299	0.05350083	0.017428407
Microcoleus	0	0	0	0	0	0	0.054457934	0.001428365	0	1.7883E-05	0	0	8.56113E-06	0	0.000200578	0	0	0	0	0	0	0	0	0	4.57406E-06	0	0.003159428	0	0	0	0	0	0	0	0	0	0.019409715	0.007061934	0	0.00161205	0	0.004800088	0.001059131	0	8.20874E-05	0	0.014628207	0.002892144	0	0	0	0	0	0	0
Microcystis	0.00651414	0.006341435	4.71883E-06	0	0	0	0.012085979	0	0	1.7883E-05	0	0	0.019853262	0	0	0	0	0.007169847	0	0	3.33358E-06	0	0	0.007505056	0	0	0.008572876	0	0.004905291	0	0	0	0	0	0.00305007	0	0.00585593	0	0	0	0	0.009359484	0.003164516	0	0.007423043	0.000977459	0.014285224	0.001904583	0	0	0	0	0	0	0
Micropepsaceae	0.000291283	0.000807328	0.000542665	0	0	0.00380279	9.2885E-05	0.001587073	0	0.001019332	0	0.015337423	5.99279E-05	0.001271888	0.000431242	0.001974689	0.001621741	0	0.000678236	0.001710738	0.003076892	0.00496043	0.007509466	0.000708412	0.000182963	0	0.000132962	0	1.06986E-05	0	0.001550177	0	0.002256008	0.000250756	0.000403396	0	0.001025222	0	0.001456894	0	0.003275324	0	0	0	0	0	0	0.000329187	0	0	0	0.003558783	0.004772166	0	0.001501281
Microvirga	0.017357801	0.004629117	0	0	8.34604E-05	0	0.012167936	0	0	0	0	0	0.006908833	0	0.000621791	0.000612835	0.000158373	0.008871365	0.000183016	0.001267213	0.001843469	0.003761344	0	0.006375705	9.14813E-06	0	0.015730657	0.000266695	0.013116438	0.003413332	0	0.007351613	0	0.000109706	0.010891703	0.000671326	0.0058038	0.002454683	0.000233994	0	0.000684179	0.010872406	0.00633869	0.006141205	0.003811199	0.001720878	0.015528536	0.00698347	0.001532714	0.018143029	0.001567868	0	8.72425E-06	0	0
Mucilaginibacter	0.00109893	0.004772353	1.88753E-05	0	0	0	0.000879676	0	0	0	4.60603E-05	0	0.000248273	5.42116E-05	0	0.000155641	0	0.000645404	0.002454569	0	0	0	1.26635E-05	0.001129352	0	0	0.002333164	0	0.002316239	0.026944052	2.12353E-06	1.38972E-05	0	0	0.000482108	0	0.001650782	0	0	0	8.49158E-05	0.001519799	0	0	0.002157725	0	0.000968926	0	0	0	0.000845419	0	0.000226831	0	0
Mycobacteriaceae	0.001019489	0.021166329	0.000155721	0.000474148	5.56403E-06	0	0.005633203	0	0	0	0	0	0.006074122	0.000212676	0.003058809	0.001118666	0.000259732	0.007146378	0	0.000274563	0.003426918	0	0	0.001221753	0	0	0.020555274	0	0.003953119	0.001972577	0.000394977	6.94859E-06	0.000186028	8.61974E-05	0.072099727	9.19625E-06	0	0	0	0	2.42617E-06	0.001141568	0	0	0.026924656	0.001284922	0.018006585	0.001246208	0	0	0.000906904	1.81571E-05	0.002678346	1.11367E-05	0.001173934
Myxococcales	0.004197119	0.001712318	0.002128192	0	0.003638873	0.005524492	0.001540798	0.003404992	0.003656412	0.003165293	0.001811705	0	0.000894638	0.00772307	0.005345395	0.012363693	0.00521998	1.17346E-05	0.002648351	0.000633606	0.001200088	1.2622E-05	0.001696911	0.003182719	0.002689549	0.001699596	0.004656832	0.003707062	0.00513531	0.000493144	0.009812832	1.38972E-05	0.006247146	0.002217625	0.004211065	0.00154497	0.005482332	0	0.006245421	1.23057E-05	0.01025055	0.007688393	0.008276675	0	0.001712108	0.008581446	0.005041844	0.003785652	0.005747677	0	0	0.005574217	0.006255289	0.004655151	0.003521802
Neisseria	0	0	0	0	0	0	3.82468E-05	0	0	0	0	0	0	0	0	0.003219813	0	0	0	0	0	0	0	0	0	0	2.21603E-05	0.02509601	0	0	0	0.023236099	0.001444251	0	0	0	0	0.008648036	0	0	0.000312975	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosomonadales	0.000781167	0	0.010721179	0.001314684	0.009019285	0.020367909	1.09276E-05	0.006276151	0.017600079	0.020583344	0.006218142	0	0.000744818	0.011813962	0.015324134	0.007091371	0.016831903	2.34692E-05	0.015179571	0.018416829	0.013104294	0.015499766	0.017083085	1.02668E-05	0.010145272	0	0.003498164	0.010987839	0	0.006338355	0.011346021	0	0.018582469	0.013924804	0	0.00117712	0	0	0.012499199	0	0.011318063	6.87692E-06	0.007388163	0	1.17268E-05	0.001835603	0	0.013637753	0.004634065	0	0.001708771	0.006917839	0.006141874	0.013575668	0.028614645
Nitrososphaera	0.018695053	0.003522296	0.04411161	0.235393004	0.026173175	0.029001496	0.008463463	0.012105035	0.01961316	0.013662619	0.056393171	0	0.015097554	0.01407834	0.027098042	0.021351932	0.033461088	0.014245817	0.032856774	0.018078905	0.017837975	0.041084479	0.012714172	0.005420889	0.018579845	0	0.009943649	0.006160657	0.004798305	0.00633352	0.017901358	0.011791765	0.00735993	0.014042346	0.007369364	0.010925143	0.002719445	0	0.022349248	0	0.02350712	0.012110251	0.004857838	1.43152E-05	0.001512753	0.010068284	0.008042941	0.012673705	0.014453013	0.003045111	0.003184411	0.011947345	0.028763861	0.021226599	0.018726507
Nitrospira	0.004077958	0.001171928	0.012415238	0.008383801	0.023491315	0.02687862	0.001158331	0.017616506	0.021461908	0.020118386	0.021095621	0	0.002919346	0.020154211	0.019596438	0.020145718	0.027829337	0.0009153	0.014608991	0.014889752	0.007187194	0.008166408	0.011840389	0.004825412	0.013017784	0	0.0030233	0.012427992	0.002589052	0.013300393	0.020734147	0.006406604	0.011090629	0.006025985	0.002381023	0.019514438	0.002432731	0	0.014098161	0.011973469	0.015391595	0.003514105	0.003679595	0	0.00159484	0.004901061	0.002692413	0.007782925	0.010561356	0.001859888	0	0.010167953	0.009561781	0.019656321	0.013805014
Nocardioidaceae	0.00325707	0.01313862	4.71883E-06	0	9.45884E-05	0	0.01603086	0	5.75166E-05	0.000679554	0	0	0.039008792	0	0.000401155	0	0	0.031214063	0	0	0	0	0	0.015420786	0.000955979	0	0.022777637	2.66695E-05	0.007317817	0.000551161	4.24706E-06	6.94859E-06	3.38232E-06	0.000258592	0.009799581	0	0.01244168	0	0.000523702	0.001082904	6.06541E-05	0.019358521	0.008347498	7.15758E-05	0.014306655	0.010793348	0.025037728	0.013426133	0	0	0.003840252	0.001398094	0.001038186	2.22735E-05	0
Nordella	0.02045599	0.005827088	0.003652373	0.001745727	0.001908461	0.007279626	0.008173881	0.000981099	0.002571814	0.00296858	0.000245655	0.004026074	0.004117904	0.00703917	0.003600369	0.004250931	0.004725856	0.001901007	0.006954612	0.003822759	0.008507291	0	0.003216533	0.003932198	0.003540325	3.54083E-05	0.00748702	0.000586729	0.01421839	0.013996596	0.001836853	0.009825312	0.022029054	0.005759556	0.008520519	0.014244988	0.002250276	0	0.00467153	0	0.014052352	0.006519317	0.000608437	0	0.006414541	0.012596828	0.004304431	0.000705401	0.003125299	0	0.002264698	0.007644122	0.002957522	0.00322965	0.015814247
Nostocoida	0.013068001	0.005755471	0.002802984	0.001918145	0.008301526	0.013163503	0.011998558	0.003563699	0.004831394	0.007743343	0.002410489	6.39059E-05	0.01264479	0.011009128	0.006679236	0.004854038	0.010294257	0.006594851	0.006061063	0.002703388	6.66716E-06	0.009264518	0.008965771	0.011334586	0.007762185	3.54083E-05	0.00833861	0.002880307	0.010158285	0.009389081	0.007398378	6.94859E-06	0.007545957	0.015249111	0.005352382	3.6785E-05	0.00891422	3.77644E-05	0.006760766	7.38343E-05	0.008358141	0.009153176	0.003776172	0	0.008408091	0.007108374	0.010992592	0.004161866	0.003113325	0.007147806	0.004293704	0.009169315	0.006455947	0.008185493	0.010508968
Ohtaekwangia	0.001363733	0.006901356	0	0	0	0	0.009392313	0	7.39499E-05	3.5766E-05	0	0	0.03088856	7.50622E-05	0	0.000145913	0	0.011394306	0	0.000612486	9.00066E-05	0	0	0.0264063	4.57406E-06	0	0.0038369	0	0.002872564	0	0.001187053	0	0	0	6.88726E-05	0	0.016994361	0	0	0	0.000104325	0.012247789	0.001738391	0	0.006895339	0.001243621	0.002726711	0.002986198	0	0.003810948	0	0.000472084	0	0	0
Ornithinicoccus	0.000450164	0.000664093	0	0	0	0	0.000218553	0	0	0	0	0	0.000740538	0	0	0.000340464	0	0.001666315	0	0	0	0	0	0.000626277	0	0	0.003124604	0.001146789	0.000641914	0	0.000348259	0	0	0	0.000718242	0.005177488	0.000278026	0	0	2.46114E-05	0.000135865	0.001719229	0	0	0.001372032	0.003538125	0.005359103	0.005784288	0	0.00295394	0.002387668	0	0	0	0
Oxalobacteraceae	0.004607563	0.012181545	0	0	0.000272637	0	0.010250134	0.000432838	8.21666E-06	0	0.000245655	0	0.010872636	0	0.001133264	0.000515559	0.001051598	0.002898449	0.002982086	0.001330574	0.004426991	0.002600124	0	0.002689911	0	0.001274697	0.011425225	0.002026883	0.01093928	0.268164149	0	0.027856915	0.002343948	0	0.005076891	0.008359389	0.011190561	0.0105929	0.000194995	0.003544048	0.000378482	0.019888044	0.034111103	0.015875515	0.004549985	0.001119718	0.005556318	0.003456465	0.007651595	0.016465483	0.040795309	0	0	0	0
Paenibacillus	0.000251562	0.001621168	0.00080692	0	0.002459299	0.001245309	0.001065446	0.000750252	0.002045948	0.000768969	0.00093656	0.015625	0.000993091	0.002877386	0.000651877	0.001342399	0.002312249	0.002088761	0.000828955	0.003231393	6.66716E-06	0.008582933	0.001772892	0.002505108	0.000681535	0.011932583	0.002323667	0.000773416	0.003642861	0.000783229	0.001594771	0.019421321	0.003953933	0.005759556	0.001957948	0.012074674	0.000434416	0.00755287	0.008376441	0	0.001606122	0.002537582	0.001271601	0.004566537	0.000598065	0.001142663	0.00118329	0.002257283	0.002610403	0	0.003443161	0.002051748	0.00863701	0.001536868	0.001546432
Pedomicrobium	0.007414469	0.003672042	0.001944157	2.15522E-05	0.002987882	0.007430066	0.003933953	0.00090896	0.006072109	0.008458663	0.00102868	0	0.004819917	0.008115062	0.003309531	0.002490248	0.004174717	0.001478561	1.07657E-05	0.002196502	0	0.002675855	0.004546203	0.003726861	0.004734155	0	0.002580094	0.005333902	0.006595664	0.00394032	0.010995638	1.38972E-05	0.009981228	0.00478004	0.002843453	0.00125069	0.001642093	0	0.004618603	0.002005833	0.00635898	0.005377749	0.01029514	1.43152E-05	0.008208736	0.00888432	0.003138291	0.003127278	0	0	0.005505471	0.007862006	0.006063356	2.22735E-05	0.012619792
Phycisphaerales	0	0	0.000575697	4.31044E-05	0.002743064	0.005273759	0	0.007358246	0.001676198	0.003737549	0.000875146	0	0	0.002489564	0.001644737	0.00149804	0.003249818	0	0.00131341	0.001837459	0	0	0.002140134	0	0.000164666	0	0.000189946	0	0.000235368	0.00076389	0	0	0.004890836	0.000948172	0.001357773	0	0	0	0.00053763	0	0.000997154	0	0.000753303	0	0.00072706	0	0.000574496	0.00230431	0.002921736	0	0	0.003576941	0.000567076	0.002015747	0.004266799
